target,class_0_label,class_1_label,p_true_low_pred_low,p_true_low_pred_high,p_true_high_pred_low,p_true_high_pred_high,count_true_low_pred_low,count_true_low_pred_high,count_true_high_pred_low,count_true_high_pred_high,auc,auprc,positive_rate,auprc_lift,accuracy,balanced_accuracy,precision,recall,specificity,fpr,f1,log_loss,brier
POD1_RestPain,Class 0 (0-3),Class 1 (4-10),0.9578544061302682,0.0421455938697318,0.5714285714285714,0.42857142857142855,250,11,4,3,0.8336070060207992,0.39296853244221663,0.026119402985074626,15.045080956359152,0.9440298507462687,0.6932129173508483,0.21428571428571427,0.42857142857142855,0.9578544061302682,0.0421455938697318,0.2857142857142857,0.26994093392162694,0.050211303266601746
