Value,count,ratio
0.0,2611,0.9709929341762737
4.4,1,0.0003718854592785422
26.6,1,0.0003718854592785422
29.0,1,0.0003718854592785422
30.0,1,0.0003718854592785422
32.5,2,0.0007437709185570844
33.25,11,0.004090740052063964
37.5,25,0.009297136481963555
38.5,1,0.0003718854592785422
40.0,22,0.008181480104127928
50.0,1,0.0003718854592785422
60.0,7,0.0026031982149497955
66.5,4,0.0014875418371141688
80.0,1,0.0003718854592785422
