value,count,ratio
0.0,1468,0.5459278542209
1.0,955,0.3551506136110078
2.0,228,0.08478988471550762
3.0,25,0.009297136481963555
4.0,10,0.003718854592785422
5.0,2,0.0007437709185570844
6.9,1,0.0003718854592785422
