value,count,ratio
0.0,1164,0.4328746746002231
1.0,1036,0.38527333581256973
2.0,409,0.15210115284492376
3.0,60,0.022313127556712532
4.0,18,0.00669393826701376
5.0,1,0.0003718854592785422
6.0,1,0.0003718854592785422
