Value,count,ratio
0.0,1315,0.489029378951283
100.0,44,0.016362960208255856
150.0,10,0.003718854592785422
200.0,471,0.17515805132019338
250.0,56,0.020825585719598364
300.0,690,0.25660096690219414
350.0,1,0.0003718854592785422
400.0,89,0.033097805875790254
500.0,9,0.00334696913350688
600.0,4,0.0014875418371141688
