target,class_0_label,class_1_label,p_true_low_pred_low,p_true_low_pred_high,p_true_high_pred_low,p_true_high_pred_high,count_true_low_pred_low,count_true_low_pred_high,count_true_high_pred_low,count_true_high_pred_high,auc,auprc,positive_rate,auprc_lift,accuracy,balanced_accuracy,precision,recall,specificity,fpr,f1,log_loss,brier
POD1_RestPain,Class 0 (0-3),Class 1 (4-10),0.9731800766283525,0.02681992337164751,0.5714285714285714,0.42857142857142855,254,7,4,3,0.8587848932676518,0.4627593673363667,0.026119402985074626,17.71707292087804,0.9589552238805971,0.7008757525998905,0.3,0.42857142857142855,0.9731800766283525,0.02681992337164751,0.3529411764705882,0.1781469109030895,0.0312839464565143
