target,class_0_label,class_1_label,p_true_low_pred_low,p_true_low_pred_high,p_true_high_pred_low,p_true_high_pred_high,count_true_low_pred_low,count_true_low_pred_high,count_true_high_pred_low,count_true_high_pred_high,auc,auprc,positive_rate,auprc_lift,accuracy,balanced_accuracy,precision,recall,specificity,fpr,f1,log_loss,brier
POD1_RestPain,Class 0 (0-3),Class 1 (4-10),0.8199233716475096,0.18007662835249041,0.42857142857142855,0.5714285714285714,214,47,3,4,0.8620689655172413,0.4704337523570633,0.026119402985074626,18.010892233098996,0.8134328358208955,0.6956759715380405,0.0784313725490196,0.5714285714285714,0.8199233716475096,0.18007662835249041,0.13793103448275862,0.5240390330994417,0.18180919211271201
