day_cn,day_en,column_name,non_missing_count,missing_count,missing_ratio,mean,median
手术当天,Surgery Day,手术当天_镇静评分,2673,16,0.005950167348456675,1.1406659184436962,1.0
术后第一天,POD1,术后第一天_镇静评分,2679,10,0.003718854592785422,1.0425531914893618,1.0
术后第二天,POD2,术后第二天_镇静评分,2667,22,0.008181480104127928,1.0123734533183353,1.0
术后第三天,POD3,术后第三天_镇静评分,2518,171,0.06359241353663071,1.0067513899920573,1.0
