value,count,ratio
3.0,1721,0.6400148754183711
2.0,518,0.19263666790628486
1.0,421,0.15656377835626628
4.0,24,0.008925251022685012
0.0,4,0.0014875418371141688
20.0,1,0.0003718854592785422
