day_cn,day_en,column_name,non_missing_count,missing_count,missing_ratio,mean,median
手术当天,Surgery Day,手术当天_恶心呕吐,2672,17,0.006322052807735217,0.24176646706586827,0.0
术后第一天,POD1,术后第一天_恶心呕吐,2680,9,0.00334696913350688,0.11044776119402985,0.0
术后第二天,POD2,术后第二天_恶心呕吐,2667,22,0.008181480104127928,0.0412448443944507,0.0
术后第三天,POD3,术后第三天_恶心呕吐,2516,173,0.06433618445518781,0.014308426073131956,0.0
