day_cn,day_en,column_name,non_missing_count,missing_count,missing_ratio,mean,median
手术当天,Surgery Day,手术当天_活动痛,2673,16,0.005950167348456675,2.4238683127572016,2.0
术后第一天,POD1,术后第一天_活动痛,2679,10,0.003718854592785422,2.3307204180664427,2.0
术后第二天,POD2,术后第二天_活动痛,2667,22,0.008181480104127928,1.9347581552305961,2.0
术后第三天,POD3,术后第三天_活动痛,2519,170,0.06322052807735218,1.6546248511314015,2.0
