value,count,ratio
0.0,924,0.343622164373373
2.0,683,0.25399776868724433
1.0,652,0.24246931944960953
3.0,258,0.09594644849386388
4.0,136,0.05057642246188174
5.0,28,0.010412792859799182
6.0,4,0.0014875418371141688
8.0,2,0.0007437709185570844
7.0,1,0.0003718854592785422
6.5,1,0.0003718854592785422
