tag,mean_f1,mean_auc,pain_mean_f1,pain_mean_auc,mean_accuracy
os_2.0_lw_1.5,0.26361824955707214,0.7226709033441896,0.12622400159118585,0.6309398022322783,0.8761432956901569
os_2.0_lw_2.0,0.2568907431223817,0.7219333949247149,0.10940523550445996,0.6290960311835914,0.9029588219515992
os_2.5_lw_1.5,0.26169418132722083,0.7201956943558346,0.12141383101655782,0.6247517797613906,0.8822137249121751
