bin_left,bin_right,count,ratio
0.0,0.3333333333333333,954,0.3547787281517293
0.3333333333333333,0.6666666666666666,0,0.0
0.6666666666666666,1.0,0,0.0
1.0,1.3333333333333333,859,0.31944960952026774
1.3333333333333333,1.6666666666666665,0,0.0
1.6666666666666665,2.0,0,0.0
2.0,2.333333333333333,652,0.24246931944960953
2.333333333333333,2.6666666666666665,0,0.0
2.6666666666666665,3.0,0,0.0
3.0,3.333333333333333,153,0.05689847526961696
3.333333333333333,3.6666666666666665,0,0.0
3.6666666666666665,4.0,0,0.0
4.0,4.333333333333333,51,0.01896615842320565
4.333333333333333,4.666666666666666,0,0.0
4.666666666666666,5.0,0,0.0
5.0,5.333333333333333,17,0.006322052807735217
5.333333333333333,5.666666666666666,0,0.0
5.666666666666666,6.0,0,0.0
6.0,6.333333333333333,1,0.0003718854592785422
6.333333333333333,6.666666666666666,0,0.0
6.666666666666666,7.0,0,0.0
7.0,7.333333333333333,0,0.0
7.333333333333333,7.666666666666666,0,0.0
7.666666666666666,8.0,0,0.0
8.0,8.333333333333332,0,0.0
8.333333333333332,8.666666666666666,0,0.0
8.666666666666666,9.0,0,0.0
9.0,9.333333333333332,0,0.0
9.333333333333332,9.666666666666666,0,0.0
9.666666666666666,10.0,2,0.0007437709185570844
