target,class_0_label,class_1_label,p_true_low_pred_low,p_true_low_pred_high,p_true_high_pred_low,p_true_high_pred_high,count_true_low_pred_low,count_true_low_pred_high,count_true_high_pred_low,count_true_high_pred_high,auc,auprc,positive_rate,auprc_lift,accuracy,balanced_accuracy,precision,recall,specificity,fpr,f1,log_loss,brier
POD1_RestPain,Class 0 (0-3),Class 1 (4-10),0.9693486590038314,0.03065134099616858,0.5714285714285714,0.42857142857142855,253,8,4,3,0.836343732895457,0.4840067573622391,0.026119402985074626,18.530544424725726,0.9552238805970149,0.69896004378763,0.2727272727272727,0.42857142857142855,0.9693486590038314,0.03065134099616858,0.33333333333333326,0.6179012317789913,0.20995975588022683
